seq_sha1,representative_seq_id,member_seq_id,split,pdb_id,chain_id,is_representative
28b3e7c59b10787e,5iux__A,5iux__D,train,5iux,D,0
28b3e7c59b10787e,5iux__A,5iux__E,train,5iux,E,0
5c0bc50c709908d0,5iwk__A,5iwk__A,train,5iwk,A,1
5c0bc50c709908d0,5iwk__A,5iwk__B,train,5iwk,B,0
5c0bc50c709908d0,5iwk__A,5iwk__C,train,5iwk,C,0
5c0bc50c709908d0,5iwk__A,5iwk__D,train,5iwk,D,0
67ddceefb93a1651,5iws__A,5iws__A,test,5iws,A,1
67ddceefb93a1651,5iws__A,5iws__C,test,5iws,C,0
d80cea62cde0ca5a,5j4i__A,5j4i__A,test,5j4i,A,1
d80cea62cde0ca5a,5j4i__A,5j4i__B,test,5j4i,B,0
d80cea62cde0ca5a,5j4i__A,5j4n__A,test,5j4n,A,0
d80cea62cde0ca5a,5j4i__A,7o82__A,test,7o82,A,0
d1deb3cb484e6bb0,5j4n__B,5j4n__B,test,5j4n,B,1
d1deb3cb484e6bb0,5j4n__B,7o82__B,test,7o82,B,0
7c7fcc8ecc4376d8,5j7a__A,5j7a__A,train,5j7a,A,1
7c7fcc8ecc4376d8,5j7a__A,5j7a__B,train,5j7a,B,0
7c7fcc8ecc4376d8,5j7a__A,5j7a__C,train,5j7a,C,0
f07e29b73434a010,5j9p__C,5j9p__C,train,5j9p,C,1
f07e29b73434a010,5j9p__C,5j9p__D,train,5j9p,D,0
f07e29b73434a010,5j9p__C,5j9p__E,train,5j9p,E,0
f07e29b73434a010,5j9p__C,5j9p__F,train,5j9p,F,0
67cf715c8529bbc2,5jae__A,5jae__A,train,5jae,A,1
5930374d315c7f80,5jae__B,5jae__B,train,5jae,B,1
7ebf786a8f6f46f0,5jef__A,5jef__A,test,5jef,A,1
30b8f916067d3c8d,5jef__B,5jef__B,test,5jef,B,1
ccffdf0ed4636072,5jeq__A,5jeq__A,test,5jeq,A,1
ccffdf0ed4636072,5jeq__A,5jeq__B,test,5jeq,B,0
19da5eea54fc0d5a,5jgp__A,5jgp__A,test,5jgp,A,1
19da5eea54fc0d5a,5jgp__A,5jgp__B,test,5jgp,B,0
cdfcf7ecf475a912,5jje__A,5jje__A,train,5jje,A,1
cdfcf7ecf475a912,5jje__A,5jje__C,train,5jje,C,0
304b6e6e9565b994,5jje__B,5jje__B,train,5jje,B,1
304b6e6e9565b994,5jje__B,5jje__D,train,5jje,D,0
ff2283502f4f7d55,5jjj__A,5jjj__A,train,5jjj,A,1
ff2283502f4f7d55,5jjj__A,5jjj__C,train,5jjj,C,0
77ca64c966b605f2,5jjn__A,5jjn__A,train,5jjn,A,1
ad555039825ae643,5jjn__B,5jjn__B,train,5jjn,B,1
ad555039825ae643,5jjn__B,5jjn__D,train,5jjn,D,0
a3a66f130387feae,5jjn__C,5jjn__C,train,5jjn,C,1
898546eb44b81032,5jnq__A,5jnq__A,test,5jnq,A,1
898546eb44b81032,5jnq__A,5jnq__B,test,5jnq,B,0
31789717c4ae5249,5jrw__A,5jrw__A,val,5jrw,A,1
31789717c4ae5249,5jrw__A,5jrw__B,val,5jrw,B,0
c00027db24b801ff,5jrw__C,5jrw__C,val,5jrw,C,1
9352f7813dc3e760,5jrw__D,5jrw__D,val,5jrw,D,1
9352f7813dc3e760,5jrw__D,5jrw__E,val,5jrw,E,0
f5c182e4617e955c,5jtg__A,5jtg__A,val,5jtg,A,1
f5c182e4617e955c,5jtg__A,5jtg__D,val,5jtg,D,0
cbb5067871ce29b8,5jtg__B,5jtg__B,val,5jtg,B,1
ac1f4fcee6117573,5jtg__C,5jtg__C,val,5jtg,C,1
98ddeaff39e77776,5jtg__E,5jtg__E,val,5jtg,E,1
2827c8685ddd8d30,5kbn__B,5kbn__B,val,5kbn,B,1
56952113a18dc2e0,5khn__A,5khn__A,train,5khn,A,1
307e09d183ffbce3,5khn__B,5khn__B,train,5khn,B,1
9905fddba8a9d25f,5kkz__A,5kkz__A,train,5kkz,A,1
9905fddba8a9d25f,5kkz__A,5kkz__E,train,5kkz,E,0
ea47fba531971975,5klb__A,5klb__A,train,5klb,A,1
ea47fba531971975,5klb__A,5klb__B,train,5klb,B,0
ea47fba531971975,5klb__A,5klb__C,train,5klb,C,0
ea47fba531971975,5klb__A,5klb__D,train,5klb,D,0
b20093ae88683320,5klg__A,5klg__A,train,5klg,A,1
b20093ae88683320,5klg__A,5klg__B,train,5klg,B,0
b20093ae88683320,5klg__A,5klg__C,train,5klg,C,0
b20093ae88683320,5klg__A,5klg__D,train,5klg,D,0
b20093ae88683320,5klg__A,5kmd__A,train,5kmd,A,0
b20093ae88683320,5klg__A,5kmd__B,train,5kmd,B,0
b20093ae88683320,5klg__A,5kmd__C,train,5kmd,C,0
b20093ae88683320,5klg__A,5kmd__D,train,5kmd,D,0
b20093ae88683320,5klg__A,5kmf__A,train,5kmf,A,0
b20093ae88683320,5klg__A,5kmf__B,train,5kmf,B,0
b20093ae88683320,5klg__A,5kmf__C,train,5kmf,C,0
b20093ae88683320,5klg__A,5kmf__D,train,5kmf,D,0
b20093ae88683320,5klg__A,6ke5__A,train,6ke5,A,0
b20093ae88683320,5klg__A,6ke5__C,train,6ke5,C,0
c402fd16910be383,5kls__A,5kls__A,train,5kls,A,1
c402fd16910be383,5kls__A,5kls__B,train,5kls,B,0
c402fd16910be383,5kls__A,5kls__C,train,5kls,C,0
c402fd16910be383,5kls__A,5kls__D,train,5kls,D,0
c402fd16910be383,5kls__A,5kmh__A,train,5kmh,A,0
c402fd16910be383,5kls__A,5kmh__B,train,5kmh,B,0
c402fd16910be383,5kls__A,5kmh__C,train,5kmh,C,0
c402fd16910be383,5kls__A,5kmh__D,train,5kmh,D,0
c402fd16910be383,5kls__A,6keb__A,train,6keb,A,0
c402fd16910be383,5kls__A,6keb__B,train,6keb,B,0
c402fd16910be383,5kls__A,6keb__C,train,6keb,C,0
9a080f3e80b0c2d3,5kom__B,5kom__B,val,5kom,B,1
088ca05164ee5681,5kuk__A,5kuk__A,train,5kuk,A,1
088ca05164ee5681,5kuk__A,5kuk__B,train,5kuk,B,0
088ca05164ee5681,5kuk__A,5kuk__C,train,5kuk,C,0
088ca05164ee5681,5kuk__A,5kuk__D,train,5kuk,D,0
088ca05164ee5681,5kuk__A,5kum__A,train,5kum,A,0
088ca05164ee5681,5kuk__A,5kum__B,train,5kum,B,0
088ca05164ee5681,5kuk__A,5kum__C,train,5kum,C,0
088ca05164ee5681,5kuk__A,5kum__D,train,5kum,D,0
129a24dbca082df7,5l22__A,5l22__A,test,5l22,A,1
0e77cceb92509c31,5l22__B,5l22__B,test,5l22,B,1
2f85074407905457,5l26__A,5l26__A,train,5l26,A,1
7b8483c600f6d3dc,5l26__B,5l26__B,train,5l26,B,1
290f3079ca5fb47f,5l26__C,5l26__C,train,5l26,C,1
93b49375c9e85b08,5l2a__A,5l2a__A,train,5l2a,A,1
be87fbdd0e544d76,5l2a__B,5l2a__B,train,5l2a,B,1
91201cd61c0e6cee,5l2a__C,5l2a__C,train,5l2a,C,1
b5b6e51ac8782b7c,5l8r__1,5l8r__1,train,5l8r,1,1
b5b6e51ac8782b7c,5l8r__1,6yac__1,train,6yac,1,0
b5b6e51ac8782b7c,5l8r__1,6yez__1,train,6yez,1,0
b5b6e51ac8782b7c,5l8r__1,6zoo__1,train,6zoo,1,0
b5b6e51ac8782b7c,5l8r__1,6zxs__1,train,6zxs,1,0
260da2c345441c0b,5l8r__2,5l8r__2,train,5l8r,2,1
260da2c345441c0b,5l8r__2,6yac__2,train,6yac,2,0
260da2c345441c0b,5l8r__2,6yez__2,train,6yez,2,0
260da2c345441c0b,5l8r__2,6zoo__2,train,6zoo,2,0
260da2c345441c0b,5l8r__2,6zxs__2,train,6zxs,2,0
b7818bfabcb8a740,5l8r__3,5l8r__3,train,5l8r,3,1
21fb2f6d62e01a64,5l8r__4,5l8r__4,train,5l8r,4,1
21fb2f6d62e01a64,5l8r__4,6yac__4,train,6yac,4,0
21fb2f6d62e01a64,5l8r__4,6yez__4,train,6yez,4,0
21fb2f6d62e01a64,5l8r__4,6zoo__4,train,6zoo,4,0
21fb2f6d62e01a64,5l8r__4,6zxs__4,train,6zxs,4,0
0026632ecc0746e9,5l8r__A,5l8r__A,train,5l8r,A,1
0026632ecc0746e9,5l8r__A,6yac__A,train,6yac,A,0
0026632ecc0746e9,5l8r__A,6yez__A,train,6yez,A,0
0026632ecc0746e9,5l8r__A,6zxs__A,train,6zxs,A,0
84335fe8a3c434a8,5l8r__B,5l8r__B,train,5l8r,B,1
84335fe8a3c434a8,5l8r__B,6yac__B,train,6yac,B,0
84335fe8a3c434a8,5l8r__B,6yez__B,train,6yez,B,0
84335fe8a3c434a8,5l8r__B,6zoo__B,train,6zoo,B,0
84335fe8a3c434a8,5l8r__B,6zxs__B,train,6zxs,B,0
84335fe8a3c434a8,5l8r__B,7dkz__B,train,7dkz,B,0
7f19080e5eda0cc7,5l8r__G,5l8r__G,train,5l8r,G,1
7f19080e5eda0cc7,5l8r__G,6yac__G,train,6yac,G,0
7f19080e5eda0cc7,5l8r__G,6yez__G,train,6yez,G,0
7f19080e5eda0cc7,5l8r__G,6zoo__G,train,6zoo,G,0
7f19080e5eda0cc7,5l8r__G,6zxs__G,train,6zxs,G,0
943e87391e15079b,5l8r__K,5l8r__K,train,5l8r,K,1
943e87391e15079b,5l8r__K,7dkz__K,train,7dkz,K,0
ea972ccd9ef54bdd,5l8r__L,5l8r__L,train,5l8r,L,1
ea972ccd9ef54bdd,5l8r__L,6yac__L,train,6yac,L,0
ea972ccd9ef54bdd,5l8r__L,6zxs__L,train,6zxs,L,0
4de8a802488db052,5lil__A,5lil__A,test,5lil,A,1
18a79fdedced697b,5lil__B,5lil__B,test,5lil,B,1
c3c71280054a3d4a,5lj7__A,5lj7__A,test,5lj7,A,1
d1b1c8a14103085a,5lj7__B,5lj7__B,test,5lj7,B,1
29b4170c5ae0a408,5lki__A,5lki__A,test,5lki,A,1
29b4170c5ae0a408,5lki__A,5lki__B,test,5lki,B,0
29b4170c5ae0a408,5lki__A,5lki__C,test,5lki,C,0
29b4170c5ae0a408,5lki__A,5lki__D,test,5lki,D,0
29b4170c5ae0a408,5lki__A,5lki__E,test,5lki,E,0
0799c5e97e824d43,5llu__A,5llu__A,train,5llu,A,1
0799c5e97e824d43,5llu__A,5llu__B,train,5llu,B,0
0799c5e97e824d43,5llu__A,5llu__C,train,5llu,C,0
3a4495e2e72aa84d,5lri__L,5lri__L,train,5lri,L,1
5f56d69333df225c,5lri__M,5lri__M,train,5lri,M,1
5f56d69333df225c,5lri__M,7mh5__M,train,7mh5,M,0
442e15eb25de04f4,5lse__M,5lse__M,train,5lse,M,1
36b03928dd5035e8,5lwe__A,5lwe__A,train,5lwe,A,1
4c830f23a5c8a8f5,5lwe__B,5lwe__B,train,5lwe,B,1
889d259cce318d4d,5m94__A,5m94__A,train,5m94,A,1
889d259cce318d4d,5m94__A,5m94__C,train,5m94,C,0
c517a5b9cee931fd,5m95__A,5m95__A,train,5m95,A,1
c517a5b9cee931fd,5m95__A,5m95__C,train,5m95,C,0
6e3f5c0315e55ffe,5mkk__A,5mkk__A,train,5mkk,A,1
bf4bcaa414005cd8,5mkk__B,5mkk__B,train,5mkk,B,1
3f74dd75db5f8c65,5mrw__A,5mrw__A,train,5mrw,A,1
3f74dd75db5f8c65,5mrw__A,7bgy__A,train,7bgy,A,0
3f74dd75db5f8c65,5mrw__A,7bh1__A,train,7bh1,A,0
3f74dd75db5f8c65,5mrw__A,7bh2__A,train,7bh2,A,0
3f74dd75db5f8c65,5mrw__A,7lc3__A,train,7lc3,A,0
bb6cf651d1334589,5mrw__B,5mrw__B,train,5mrw,B,1
364182fd2e63c84c,5mtf__A,5mtf__A,test,5mtf,A,1
364182fd2e63c84c,5mtf__A,5mtf__B,test,5mtf,B,0
364182fd2e63c84c,5mtf__A,5mtf__E,test,5mtf,E,0
092604f3bb786e83,5mvm__A,5mvm__A,train,5mvm,A,1
092604f3bb786e83,5mvm__A,5mvm__B,train,5mvm,B,0
092604f3bb786e83,5mvm__A,5mvm__C,train,5mvm,C,0
092604f3bb786e83,5mvm__A,5mvm__D,train,5mvm,D,0
092604f3bb786e83,5mvm__A,5mvm__E,train,5mvm,E,0
3105d45f14603bc3,5mvn__A,5mvn__A,train,5mvn,A,1
3105d45f14603bc3,5mvn__A,5mvn__B,train,5mvn,B,0
3105d45f14603bc3,5mvn__A,5mvn__C,train,5mvn,C,0
3105d45f14603bc3,5mvn__A,5mvn__D,train,5mvn,D,0
3105d45f14603bc3,5mvn__A,5mvn__E,train,5mvn,E,0
3105d45f14603bc3,5mvn__A,5mzq__A,train,5mzq,A,0
3105d45f14603bc3,5mvn__A,5mzq__B,train,5mzq,B,0
3105d45f14603bc3,5mvn__A,5mzq__C,train,5mzq,C,0
3105d45f14603bc3,5mvn__A,5mzq__D,train,5mzq,D,0
3105d45f14603bc3,5mvn__A,5mzq__E,train,5mzq,E,0
11e6ef8b71699228,5mzr__A,5mzr__A,train,5mzr,A,1
11e6ef8b71699228,5mzr__A,5mzr__B,train,5mzr,B,0
11e6ef8b71699228,5mzr__A,5mzr__C,train,5mzr,C,0
11e6ef8b71699228,5mzr__A,5mzr__D,train,5mzr,D,0
11e6ef8b71699228,5mzr__A,5mzr__E,train,5mzr,E,0
11e6ef8b71699228,5mzr__A,5mzt__A,train,5mzt,A,0
11e6ef8b71699228,5mzr__A,5mzt__B,train,5mzt,B,0
11e6ef8b71699228,5mzr__A,5mzt__C,train,5mzt,C,0
11e6ef8b71699228,5mzr__A,5mzt__D,train,5mzt,D,0
11e6ef8b71699228,5mzr__A,5mzt__E,train,5mzt,E,0
11e6ef8b71699228,5mzr__A,5njy__A,train,5njy,A,0
11e6ef8b71699228,5mzr__A,5njy__B,train,5njy,B,0
11e6ef8b71699228,5mzr__A,5njy__C,train,5njy,C,0
11e6ef8b71699228,5mzr__A,5njy__D,train,5njy,D,0
11e6ef8b71699228,5mzr__A,5njy__E,train,5njy,E,0
31108f7e84407fc9,5nik__A,5nik__A,test,5nik,A,1
31108f7e84407fc9,5nik__A,5nik__B,test,5nik,B,0
31108f7e84407fc9,5nik__A,5nik__C,test,5nik,C,0
cf42b83fd8b3369d,5nik__J,5nik__J,test,5nik,J,1
cf42b83fd8b3369d,5nik__J,5nik__K,test,5nik,K,0
f9ca996e0c3a89d1,5o5e__A,5o5e__A,test,5o5e,A,1
f9ca996e0c3a89d1,5o5e__A,5o5e__B,test,5o5e,B,0
84f63bfefc35d6ba,5o8f__A,5o8f__A,train,5o8f,A,1
84f63bfefc35d6ba,5o8f__A,5o8f__B,train,5o8f,B,0
84f63bfefc35d6ba,5o8f__A,5o8f__C,train,5o8f,C,0
84f63bfefc35d6ba,5o8f__A,5o8f__D,train,5o8f,D,0
84f63bfefc35d6ba,5o8f__A,5o8f__E,train,5o8f,E,0
84f63bfefc35d6ba,5o8f__A,5ojm__D,train,5ojm,D,0
251688ccbb8a8998,5o9h__A,5o9h__A,train,5o9h,A,1
023578d3643fe877,5o9h__B,5o9h__B,train,5o9h,B,1
e3f4910d1cfa68a3,5oc9__A,5oc9__A,train,5oc9,A,1
a764703d8b03b7ae,5oc9__B,5oc9__B,train,5oc9,B,1
5e9287ff90a188bf,5och__A,5och__A,train,5och,A,1
c988eef7443e0feb,5och__B,5och__B,train,5och,B,1
e3c5bda6bcdf0d8d,5ojm__A,5ojm__A,train,5ojm,A,1
e3c5bda6bcdf0d8d,5ojm__A,5ojm__C,train,5ojm,C,0
e3c5bda6bcdf0d8d,5ojm__A,5ojm__E,train,5ojm,E,0
5b50e5f947493df9,5ojm__B,5ojm__B,train,5ojm,B,1
4cf9c691e1ecdc61,5oqt__A,5oqt__A,train,5oqt,A,1
e9521d7c8cbff4ed,5osa__A,5osa__A,train,5osa,A,1
e9521d7c8cbff4ed,5osa__A,5osa__B,train,5osa,B,0
e9521d7c8cbff4ed,5osa__A,5osa__C,train,5osa,C,0
e9521d7c8cbff4ed,5osa__A,5osa__D,train,5osa,D,0
e9521d7c8cbff4ed,5osa__A,5osa__E,train,5osa,E,0
4a52942182f69beb,5osc__A,5osc__A,train,5osc,A,1
4a52942182f69beb,5osc__A,5osc__B,train,5osc,B,0
4a52942182f69beb,5osc__A,5osc__C,train,5osc,C,0
4a52942182f69beb,5osc__A,5osc__D,train,5osc,D,0
4a52942182f69beb,5osc__A,5osc__E,train,5osc,E,0
6b19dd585b50cc1f,5oy0__0,5oy0__0,train,5oy0,0,1
de7e0f922bebad86,5oy0__1,5oy0__1,train,5oy0,1,1
74568c7c7fd8a2f9,5oy0__2,5oy0__2,train,5oy0,2,1
74568c7c7fd8a2f9,5oy0__2,5oy0__B,train,5oy0,B,0
5f3c43b3fac207f9,5oy0__8,5oy0__8,train,5oy0,8,1
4ba0cfb0bf3cf75b,5oy0__A,5oy0__A,train,5oy0,A,1
4ba0cfb0bf3cf75b,5oy0__A,5oy0__a,train,5oy0,a,0
20798f205af0813a,5oy0__K,5oy0__K,train,5oy0,K,1
7c70cdec22699666,5oy0__L,5oy0__L,train,5oy0,L,1
7c70cdec22699666,5oy0__L,5oy0__l,train,5oy0,l,0
67ce6d0335cf5055,5oy0__b,5oy0__b,train,5oy0,b,1
ff10992cbbab8a2c,5oy0__k,5oy0__k,train,5oy0,k,1
a833189d1f32333b,5sv0__A,5sv0__A,test,5sv0,A,1
1dea51b1c79bb2ff,5sv0__B,5sv0__B,test,5sv0,B,1
248aa0527a6166a3,5sv0__C,5sv0__C,test,5sv0,C,1
32ffd3234675903d,5sv0__D,5sv0__D,test,5sv0,D,1
1483ab1ed890744e,5sv0__F,5sv0__F,test,5sv0,F,1
f063b5fe96f55e61,5svj__A,5svj__A,test,5svj,A,1
f063b5fe96f55e61,5svj__A,5svj__B,test,5svj,B,0
f063b5fe96f55e61,5svj__A,5svj__C,test,5svj,C,0
9045e311c30a7dd9,5svk__A,5svk__A,test,5svk,A,1
9045e311c30a7dd9,5svk__A,5svk__C,test,5svk,C,0
9045e311c30a7dd9,5svk__A,5svk__D,test,5svk,D,0
9045e311c30a7dd9,5svk__A,6ah4__A,test,6ah4,A,0
9045e311c30a7dd9,5svk__A,6ah4__B,test,6ah4,B,0
9045e311c30a7dd9,5svk__A,6ah4__C,test,6ah4,C,0
2678440c987f229c,5svl__A,5svl__A,test,5svl,A,1
2678440c987f229c,5svl__A,5svl__D,test,5svl,D,0
2678440c987f229c,5svl__A,5svl__E,test,5svl,E,0
0eca7d8dbbff2e08,5svm__A,5svm__A,test,5svm,A,1
0eca7d8dbbff2e08,5svm__A,5svm__C,test,5svm,C,0
0eca7d8dbbff2e08,5svm__A,5svm__D,test,5svm,D,0
0eca7d8dbbff2e08,5svm__A,5svp__A,test,5svp,A,0
0eca7d8dbbff2e08,5svm__A,5svp__C,test,5svp,C,0
0eca7d8dbbff2e08,5svm__A,5svp__D,test,5svp,D,0
a47f6f672e8633d4,5svq__A,5svq__A,test,5svq,A,1
a47f6f672e8633d4,5svq__A,5svq__B,test,5svq,B,0
a47f6f672e8633d4,5svq__A,5svq__C,test,5svq,C,0
cbcb5596081bdbe7,5svr__A,5svr__A,test,5svr,A,1
cbcb5596081bdbe7,5svr__A,5svr__B,test,5svr,B,0
cbcb5596081bdbe7,5svr__A,5svr__C,test,5svr,C,0
cbcb5596081bdbe7,5svr__A,5yve__A,test,5yve,A,0
cbcb5596081bdbe7,5svr__A,5yve__B,test,5yve,B,0
cbcb5596081bdbe7,5svr__A,5yve__C,test,5yve,C,0
c5ee0d893eafd8ad,5sxu__A,5sxu__A,train,5sxu,A,1
c5ee0d893eafd8ad,5sxu__A,5sxu__B,train,5sxu,B,0
c5ee0d893eafd8ad,5sxu__A,5sxu__C,train,5sxu,C,0
c5ee0d893eafd8ad,5sxu__A,5sxu__D,train,5sxu,D,0
c5ee0d893eafd8ad,5sxu__A,5sxu__E,train,5sxu,E,0
c5ee0d893eafd8ad,5sxu__A,5sxv__A,train,5sxv,A,0
c5ee0d893eafd8ad,5sxu__A,5sxv__B,train,5sxv,B,0
c5ee0d893eafd8ad,5sxu__A,5sxv__C,train,5sxv,C,0
c5ee0d893eafd8ad,5sxu__A,5sxv__D,train,5sxv,D,0
c5ee0d893eafd8ad,5sxu__A,5sxv__E,train,5sxv,E,0
f3554c1fc9cd6ef9,5t0o__A,5t0o__A,train,5t0o,A,1
f9055ad895bdaf6c,5t0o__B,5t0o__B,train,5t0o,B,1
4f09392d0b192996,5t0o__C,5t0o__C,train,5t0o,C,1
30be869ebc8c0691,5t36__A,5t36__A,val,5t36,A,1
30be869ebc8c0691,5t36__A,5t36__B,val,5t36,B,0
30be869ebc8c0691,5t36__A,5t36__C,val,5t36,C,0
deea6d8623e3ff5e,5t4d__A,5t4d__A,test,5t4d,A,1
deea6d8623e3ff5e,5t4d__A,5t4d__B,test,5t4d,B,0
deea6d8623e3ff5e,5t4d__A,5t4d__C,test,5t4d,C,0
deea6d8623e3ff5e,5t4d__A,5t4d__D,test,5t4d,D,0
de24a91315b13f0c,5t5n__A,5t5n__A,train,5t5n,A,1
de24a91315b13f0c,5t5n__A,5t5n__B,train,5t5n,B,0
de24a91315b13f0c,5t5n__A,5t5n__C,train,5t5n,C,0
de24a91315b13f0c,5t5n__A,5t5n__D,train,5t5n,D,0
de24a91315b13f0c,5t5n__A,5t5n__E,train,5t5n,E,0
af39f98f1c49b73f,5tin__A,5tin__A,train,5tin,A,1
af39f98f1c49b73f,5tin__A,5tin__C,train,5tin,C,0
af39f98f1c49b73f,5tin__A,5tin__E,train,5tin,E,0
af39f98f1c49b73f,5tin__A,5vdi__A,train,5vdi,A,0
af39f98f1c49b73f,5tin__A,5vdi__C,train,5vdi,C,0
af39f98f1c49b73f,5tin__A,5vdi__E,train,5vdi,E,0
4537d2bb0ce90c08,5tin__B,5tin__B,train,5tin,B,1
4537d2bb0ce90c08,5tin__B,5vdi__B,train,5vdi,B,0
82e3558cbac5111b,5tin__D,5tin__D,train,5tin,D,1
da750b3f6c872135,5tio__A,5tio__A,train,5tio,A,1
da750b3f6c872135,5tio__A,5tio__C,train,5tio,C,0
da750b3f6c872135,5tio__A,5tio__E,train,5tio,E,0
da750b3f6c872135,5tio__A,5vdh__A,train,5vdh,A,0
da750b3f6c872135,5tio__A,5vdh__C,train,5vdh,C,0
da750b3f6c872135,5tio__A,5vdh__E,train,5vdh,E,0
16e33cea16e83d4d,5tio__B,5tio__B,train,5tio,B,1
16e33cea16e83d4d,5tio__B,5vdh__B,train,5vdh,B,0
05384baabc6299d1,5tio__D,5tio__D,train,5tio,D,1
05384baabc6299d1,5tio__D,5vdh__D,train,5vdh,D,0
e146718ac9f92f00,5tj6__A,5tj6__A,train,5tj6,A,1
e146718ac9f92f00,5tj6__A,5tj6__B,train,5tj6,B,0
e146718ac9f92f00,5tj6__A,5tj6__C,train,5tj6,C,0
e146718ac9f92f00,5tj6__A,5tj6__D,train,5tj6,D,0
99c8af3a0afdcf6b,5tua__A,5tua__A,train,5tua,A,1
99c8af3a0afdcf6b,5tua__A,5tua__B,train,5tua,B,0
58f5139705a4c0cc,5u1l__A,5u1l__A,test,5u1l,A,1
58f5139705a4c0cc,5u1l__A,5u1l__B,test,5u1l,B,0
58f5139705a4c0cc,5u1l__A,5u1l__C,test,5u1l,C,0
58f5139705a4c0cc,5u1l__A,5u1y__A,test,5u1y,A,0
58f5139705a4c0cc,5u1l__A,5u1y__B,test,5u1y,B,0
58f5139705a4c0cc,5u1l__A,5u1y__C,test,5u1y,C,0
13908c9eabff871f,5u1v__A,5u1v__A,test,5u1v,A,1
13908c9eabff871f,5u1v__A,5u1v__C,test,5u1v,C,0
13908c9eabff871f,5u1v__A,5u1v__D,test,5u1v,D,0
e3b2a4ca84a0e46f,5u1x__A,5u1x__A,test,5u1x,A,1
e3b2a4ca84a0e46f,5u1x__A,5u1x__C,test,5u1x,C,0
e3b2a4ca84a0e46f,5u1x__A,5u1x__D,test,5u1x,D,0
14e8287b89b9ab21,5uhq__A,5uhq__A,test,5uhq,A,1
bf3f76b4f3442669,5uhs__A,5uhs__A,test,5uhs,A,1
bf3f76b4f3442669,5uhs__A,5uhs__B,test,5uhs,B,0
e17d2f10ca2be37b,5uiw__A,5uiw__A,train,5uiw,A,1
789a0dd1e1b4f052,5ul7__A,5ul7__A,train,5ul7,A,1
789a0dd1e1b4f052,5ul7__A,5ul7__B,train,5ul7,B,0
789a0dd1e1b4f052,5ul7__A,5ul9__A,train,5ul9,A,0
789a0dd1e1b4f052,5ul7__A,5ul9__B,train,5ul9,B,0
789a0dd1e1b4f052,5ul7__A,6ol1__C,train,6ol1,C,0
789a0dd1e1b4f052,5ul7__A,6ol1__D,train,6ol1,D,0
789a0dd1e1b4f052,5ul7__A,6wu3__A,train,6wu3,A,0
789a0dd1e1b4f052,5ul7__A,6wu3__C,train,6wu3,C,0
789a0dd1e1b4f052,5ul7__A,6ww5__A,train,6ww5,A,0
789a0dd1e1b4f052,5ul7__A,6ww5__B,train,6ww5,B,0
789a0dd1e1b4f052,5ul7__A,7t9f__A,train,7t9f,A,0
789a0dd1e1b4f052,5ul7__A,7t9f__B,train,7t9f,B,0
789a0dd1e1b4f052,5ul7__A,7t9g__A,train,7t9g,A,0
789a0dd1e1b4f052,5ul7__A,7t9g__Y,train,7t9g,Y,0
2d5a88b0b35a9d9e,5uld__A,5uld__A,train,5uld,A,1
2d5a88b0b35a9d9e,5uld__A,5uld__B,train,5uld,B,0
2d5a88b0b35a9d9e,5uld__A,5ule__A,train,5ule,A,0
2d5a88b0b35a9d9e,5uld__A,5ule__B,train,5ule,B,0
8ee6de14e3f8d34c,5uni__B,5uni__B,test,5uni,B,1
8ee6de14e3f8d34c,5uni__B,5uni__D,test,5uni,D,0
9af9ed1d8edd0cfe,5v2c__b,5v2c__b,train,5v2c,b,1
199de856c790204b,5v2c__c,5v2c__c,train,5v2c,c,1
5b7c738025a6a79b,5v33__L,5v33__L,train,5v33,L,1
bfc9b7a7be0563ae,5v6n__A,5v6n__A,train,5v6n,A,1
bfc9b7a7be0563ae,5v6n__A,5v6n__B,train,5v6n,B,0
bfc9b7a7be0563ae,5v6n__A,5v6n__C,train,5v6n,C,0
bfc9b7a7be0563ae,5v6n__A,5v6n__D,train,5v6n,D,0
bfc9b7a7be0563ae,5v6n__A,5v6n__E,train,5v6n,E,0
b5117fc32b331c1e,5v6o__A,5v6o__A,train,5v6o,A,1
b5117fc32b331c1e,5v6o__A,5v6o__B,train,5v6o,B,0
b5117fc32b331c1e,5v6o__A,5v6o__C,train,5v6o,C,0
b5117fc32b331c1e,5v6o__A,5v6o__D,train,5v6o,D,0
b5117fc32b331c1e,5v6o__A,5v6o__E,train,5v6o,E,0
ab13f334cc8a9b4a,5v7p__A,5v7p__A,val,5v7p,A,1
240784f0c4645f45,5v8k__A,5v8k__A,train,5v8k,A,1
240784f0c4645f45,5v8k__A,5v8k__C,train,5v8k,C,0
b08433aa6917855e,5vb2__A,5vb2__A,train,5vb2,A,1
c7eceb67d2c69911,5vb2__B,5vb2__B,train,5vb2,B,1
6cfe62e41a224890,5vb2__C,5vb2__C,train,5vb2,C,1
b6afdc892ad92901,5vb2__D,5vb2__D,train,5vb2,D,1
a9a7f3fa8a451f2b,5vb8__A,5vb8__A,train,5vb8,A,1
a9a7f3fa8a451f2b,5vb8__A,5vb8__B,train,5vb8,B,0
a9a7f3fa8a451f2b,5vb8__A,5vb8__C,train,5vb8,C,0
a9a7f3fa8a451f2b,5vb8__A,5vb8__D,train,5vb8,D,0
c5d7f11136dbe8a6,5vbl__B,5vbl__B,train,5vbl,B,1
