split,seq_id,pdb_id,chain_id,n_residues,len_seq,nchain,rez,met1,mthm,tm_type,bio_name,seq_equal_xml,feature_path
train,5zji__2,5zji,2,207,207,21,3.3,x-ray diffraction,3.0,alpha,"chlorophyll a-b binding protein, chloroplastic",0,features/protein_v4/pt/5zji/5zji_protein.pt
train,5zji__3,5zji,3,221,221,21,3.3,x-ray diffraction,3.0,alpha,"chlorophyll a-b binding protein, chloroplastic",0,features/protein_v4/pt/5zji/5zji_protein.pt
train,5zji__4,5zji,4,199,199,21,3.3,x-ray diffraction,3.0,alpha,"chlorophyll a-b binding protein, chloroplastic",0,features/protein_v4/pt/5zji/5zji_protein.pt
train,5zji__A,5zji,A,742,742,21,3.3,x-ray diffraction,11.0,alpha,photosystem i p700 chlorophyll a apoprotein a1,0,features/protein_v4/pt/5zji/5zji_protein.pt
train,5zji__B,5zji,B,733,733,21,3.3,x-ray diffraction,11.0,alpha,photosystem i p700 chlorophyll a apoprotein a2,0,features/protein_v4/pt/5zji/5zji_protein.pt
train,5zji__G,5zji,G,97,97,21,3.3,x-ray diffraction,2.0,alpha,photosystem i reaction center subunit v,0,features/protein_v4/pt/5zji/5zji_protein.pt
train,5zji__K,5zji,K,84,84,21,3.3,x-ray diffraction,2.0,alpha,photosystem i reaction center subunit psak,0,features/protein_v4/pt/5zji/5zji_protein.pt
train,5zji__L,5zji,L,166,166,21,3.3,x-ray diffraction,3.0,alpha,photosystem i reaction center subunit xi,0,features/protein_v4/pt/5zji/5zji_protein.pt
train,5zji__O,5zji,O,76,76,21,3.3,x-ray diffraction,2.0,alpha,16kda membrane protein,0,features/protein_v4/pt/5zji/5zji_protein.pt
train,5zji__X,5zji,X,218,218,21,3.3,x-ray diffraction,3.0,alpha,"chlorophyll a-b binding protein 1, chloroplastic",0,features/protein_v4/pt/5zji/5zji_protein.pt
train,5zji__Y,5zji,Y,228,228,21,3.3,x-ray diffraction,3.0,alpha,"chlorophyll a-b binding protein, chloroplastic",1,features/protein_v4/pt/5zji/5zji_protein.pt
train,5zji__Z,5zji,Z,218,218,21,3.3,x-ray diffraction,3.0,alpha,"chlorophyll a-b binding protein 1, chloroplastic",0,features/protein_v4/pt/5zji/5zji_protein.pt
train,5zx5__A,5zx5,A,814,814,4,3.28,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily m member 7,0,features/protein_v4/pt/5zx5/5zx5_protein.pt
train,5zx5__B,5zx5,B,814,814,4,3.28,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily m member 7,0,features/protein_v4/pt/5zx5/5zx5_protein.pt
train,5zx5__C,5zx5,C,814,814,4,3.28,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily m member 7,0,features/protein_v4/pt/5zx5/5zx5_protein.pt
train,5zx5__D,5zx5,D,814,814,4,3.28,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily m member 7,0,features/protein_v4/pt/5zx5/5zx5_protein.pt
train,5zzn__A,5zzn,A,334,334,38,2.1,x-ray diffraction,5.0,alpha,photosystem ii protein d1 1,1,features/protein_v4/pt/5zzn/5zzn_protein.pt
train,5zzn__B,5zzn,B,505,505,38,2.1,x-ray diffraction,6.0,alpha,photosystem ii cp47 reaction center protein,1,features/protein_v4/pt/5zzn/5zzn_protein.pt
train,5zzn__C,5zzn,C,451,451,38,2.1,x-ray diffraction,6.0,alpha,photosystem ii cp43 reaction center protein,0,features/protein_v4/pt/5zzn/5zzn_protein.pt
train,5zzn__D,5zzn,D,341,341,38,2.1,x-ray diffraction,5.0,alpha,photosystem ii d2 protein,0,features/protein_v4/pt/5zzn/5zzn_protein.pt
train,5zzn__Z,5zzn,Z,62,62,38,2.1,x-ray diffraction,2.0,alpha,photosystem ii reaction center protein z,1,features/protein_v4/pt/5zzn/5zzn_protein.pt
train,5zzn__a,5zzn,a,334,334,38,2.1,x-ray diffraction,5.0,alpha,photosystem ii protein d1 1,1,features/protein_v4/pt/5zzn/5zzn_protein.pt
train,5zzn__b,5zzn,b,504,504,38,2.1,x-ray diffraction,6.0,alpha,photosystem ii cp47 reaction center protein,0,features/protein_v4/pt/5zzn/5zzn_protein.pt
train,5zzn__c,5zzn,c,455,455,38,2.1,x-ray diffraction,6.0,alpha,photosystem ii cp43 reaction center protein,1,features/protein_v4/pt/5zzn/5zzn_protein.pt
train,5zzn__d,5zzn,d,341,341,38,2.1,x-ray diffraction,5.0,alpha,photosystem ii d2 protein,0,features/protein_v4/pt/5zzn/5zzn_protein.pt
train,5zzn__z,5zzn,z,62,62,38,2.1,x-ray diffraction,2.0,alpha,photosystem ii reaction center protein z,1,features/protein_v4/pt/5zzn/5zzn_protein.pt
train,6a6m__A,6a6m,A,589,589,2,1.9,x-ray diffraction,6.0,alpha,"atp-binding cassette, sub-family b, member 1",0,features/protein_v4/pt/6a6m/6a6m_protein.pt
train,6a6m__B,6a6m,B,589,589,2,1.9,x-ray diffraction,6.0,alpha,,0,features/protein_v4/pt/6a6m/6a6m_protein.pt
train,6a6n__A,6a6n,A,587,587,2,3.02,x-ray diffraction,6.0,alpha,"atp-binding cassette, sub-family b, member 1",0,features/protein_v4/pt/6a6n/6a6n_protein.pt
train,6a6n__B,6a6n,B,587,587,2,3.02,x-ray diffraction,6.0,alpha,,0,features/protein_v4/pt/6a6n/6a6n_protein.pt
train,6a90__A,6a90,A,1323,1323,2,2.8,x-ray diffraction,24.0,alpha,sodium channel protein pafpc1,0,features/protein_v4/pt/6a90/6a90_protein.pt
train,6a91__A,6a91,A,1323,1323,2,3.2,x-ray diffraction,24.0,alpha,sodium channel protein pafpc1,0,features/protein_v4/pt/6a91/6a91_protein.pt
train,6a95__A,6a95,A,1307,1307,2,2.6,x-ray diffraction,24.0,alpha,sodium channel protein pafpc1,0,features/protein_v4/pt/6a95/6a95_protein.pt
train,6ad7__A,6ad7,A,444,444,2,2.95,x-ray diffraction,10.0,alpha,h(+)/cl(-) exchange transporter clca,0,features/protein_v4/pt/6ad7/6ad7_protein.pt
train,6ad7__B,6ad7,B,442,442,2,2.95,x-ray diffraction,10.0,alpha,h(+)/cl(-) exchange transporter clca,0,features/protein_v4/pt/6ad7/6ad7_protein.pt
train,6ad8__A,6ad8,A,444,444,2,3.3,x-ray diffraction,10.0,alpha,h(+)/cl(-) exchange transporter clca,0,features/protein_v4/pt/6ad8/6ad8_protein.pt
train,6ad8__B,6ad8,B,442,442,2,3.3,x-ray diffraction,10.0,alpha,h(+)/cl(-) exchange transporter clca,0,features/protein_v4/pt/6ad8/6ad8_protein.pt
train,6ada__A,6ada,A,444,444,2,3.15,x-ray diffraction,10.0,alpha,h(+)/cl(-) exchange transporter clca,0,features/protein_v4/pt/6ada/6ada_protein.pt
train,6ada__B,6ada,B,442,442,2,3.15,x-ray diffraction,10.0,alpha,h(+)/cl(-) exchange transporter clca,0,features/protein_v4/pt/6ada/6ada_protein.pt
train,6adb__A,6adb,A,444,444,2,2.69,x-ray diffraction,10.0,alpha,h(+)/cl(-) exchange transporter clca,0,features/protein_v4/pt/6adb/6adb_protein.pt
train,6adb__B,6adb,B,442,442,2,2.69,x-ray diffraction,10.0,alpha,h(+)/cl(-) exchange transporter clca,0,features/protein_v4/pt/6adb/6adb_protein.pt
train,6adc__A,6adc,A,442,442,2,3.06,x-ray diffraction,10.0,alpha,h(+)/cl(-) exchange transporter clca,1,features/protein_v4/pt/6adc/6adc_protein.pt
train,6adc__B,6adc,B,442,442,2,3.06,x-ray diffraction,10.0,alpha,h(+)/cl(-) exchange transporter clca,1,features/protein_v4/pt/6adc/6adc_protein.pt
train,6afs__A,6afs,A,740,740,2,2.3,x-ray diffraction,16.0,alpha,pyrophosphate-energized vacuolar membrane proton pump,0,features/protein_v4/pt/6afs/6afs_protein.pt
train,6afs__B,6afs,B,739,739,2,2.3,x-ray diffraction,16.0,alpha,pyrophosphate-energized vacuolar membrane proton pump,0,features/protein_v4/pt/6afs/6afs_protein.pt
train,6aft__A,6aft,A,740,740,2,2.49,x-ray diffraction,16.0,alpha,pyrophosphate-energized vacuolar membrane proton pump,0,features/protein_v4/pt/6aft/6aft_protein.pt
train,6aft__B,6aft,B,740,740,2,2.49,x-ray diffraction,16.0,alpha,pyrophosphate-energized vacuolar membrane proton pump,0,features/protein_v4/pt/6aft/6aft_protein.pt
train,6afu__A,6afu,A,740,740,2,2.8,x-ray diffraction,16.0,alpha,pyrophosphate-energized vacuolar membrane proton pump,0,features/protein_v4/pt/6afu/6afu_protein.pt
train,6afu__B,6afu,B,740,740,2,2.8,x-ray diffraction,16.0,alpha,pyrophosphate-energized vacuolar membrane proton pump,0,features/protein_v4/pt/6afu/6afu_protein.pt
train,6afv__A,6afv,A,740,740,2,2.7,x-ray diffraction,16.0,alpha,pyrophosphate-energized vacuolar membrane proton pump,0,features/protein_v4/pt/6afv/6afv_protein.pt
train,6afv__B,6afv,B,740,740,2,2.7,x-ray diffraction,16.0,alpha,pyrophosphate-energized vacuolar membrane proton pump,0,features/protein_v4/pt/6afv/6afv_protein.pt
train,6afw__A,6afw,A,740,740,2,2.19,x-ray diffraction,16.0,alpha,pyrophosphate-energized vacuolar membrane proton pump,0,features/protein_v4/pt/6afw/6afw_protein.pt
train,6afw__B,6afw,B,740,740,2,2.19,x-ray diffraction,16.0,alpha,pyrophosphate-energized vacuolar membrane proton pump,0,features/protein_v4/pt/6afw/6afw_protein.pt
train,6afx__A,6afx,A,740,740,2,2.3,x-ray diffraction,16.0,alpha,pyrophosphate-energized vacuolar membrane proton pump,0,features/protein_v4/pt/6afx/6afx_protein.pt
train,6afx__B,6afx,B,740,740,2,2.3,x-ray diffraction,16.0,alpha,pyrophosphate-energized vacuolar membrane proton pump,0,features/protein_v4/pt/6afx/6afx_protein.pt
train,6afy__A,6afy,A,740,740,2,2.4,x-ray diffraction,16.0,alpha,pyrophosphate-energized vacuolar membrane proton pump,0,features/protein_v4/pt/6afy/6afy_protein.pt
train,6afy__B,6afy,B,740,740,2,2.4,x-ray diffraction,16.0,alpha,pyrophosphate-energized vacuolar membrane proton pump,0,features/protein_v4/pt/6afy/6afy_protein.pt
train,6afz__A,6afz,A,740,740,2,2.48,x-ray diffraction,16.0,alpha,pyrophosphate-energized vacuolar membrane proton pump,0,features/protein_v4/pt/6afz/6afz_protein.pt
train,6afz__B,6afz,B,740,740,2,2.48,x-ray diffraction,16.0,alpha,pyrophosphate-energized vacuolar membrane proton pump,0,features/protein_v4/pt/6afz/6afz_protein.pt
train,6agf__A,6agf,A,1138,1138,2,3.2,x-ray diffraction,24.0,alpha,sodium channel protein type 4 subunit alpha,0,features/protein_v4/pt/6agf/6agf_protein.pt
train,6ak3__A,6ak3,A,272,272,2,2.9,x-ray diffraction,7.0,alpha,"prostaglandin e2 receptor ep3 subtype,soluble cytochrome b562",0,features/protein_v4/pt/6ak3/6ak3_protein.pt
train,6ak3__B,6ak3,B,272,272,2,2.9,x-ray diffraction,7.0,alpha,"prostaglandin e2 receptor ep3 subtype,soluble cytochrome b562",0,features/protein_v4/pt/6ak3/6ak3_protein.pt
train,6akx__A,6akx,A,339,339,2,2.8,x-ray diffraction,7.0,alpha,"c-c chemokine receptor type 5,rubredoxin,c-c chemokine receptor type 5",0,features/protein_v4/pt/6akx/6akx_protein.pt
train,6akx__B,6akx,B,344,344,2,2.8,x-ray diffraction,7.0,alpha,"c-c chemokine receptor type 5,rubredoxin,c-c chemokine receptor type 5",0,features/protein_v4/pt/6akx/6akx_protein.pt
train,6awf__C,6awf,C,130,130,4,3.35,x-ray diffraction,3.0,alpha,fumarate reductase subunit c,1,features/protein_v4/pt/6awf/6awf_protein.pt
train,6awf__D,6awf,D,119,119,4,3.35,x-ray diffraction,3.0,alpha,fumarate reductase subunit d,1,features/protein_v4/pt/6awf/6awf_protein.pt
train,6b21__A,6b21,A,369,369,3,2.45,x-ray diffraction,11.0,alpha,ammonia channel,0,features/protein_v4/pt/6b21/6b21_protein.pt
train,6b21__B,6b21,B,369,369,3,2.45,x-ray diffraction,11.0,alpha,,0,features/protein_v4/pt/6b21/6b21_protein.pt
train,6b21__C,6b21,C,369,369,3,2.45,x-ray diffraction,11.0,alpha,,0,features/protein_v4/pt/6b21/6b21_protein.pt
train,6b3j__R,6b3j,R,380,380,5,3.3,x-ray diffraction,7.0,alpha,glucagon-like peptide 1 receptor,0,features/protein_v4/pt/6b3j/6b3j_protein.pt
train,6b87__A,6b87,A,100,100,2,2.95,x-ray diffraction,2.0,alpha,tmhc2_e,0,features/protein_v4/pt/6b87/6b87_protein.pt
train,6b87__E,6b87,E,100,100,2,2.95,x-ray diffraction,2.0,alpha,,0,features/protein_v4/pt/6b87/6b87_protein.pt
train,6baj__A,6baj,A,995,995,3,3.2,x-ray diffraction,12.0,alpha,multidrug efflux pump subunit acrb,0,features/protein_v4/pt/6baj/6baj_protein.pt
train,6baj__B,6baj,B,1024,1024,3,3.2,x-ray diffraction,12.0,alpha,multidrug efflux pump subunit acrb,0,features/protein_v4/pt/6baj/6baj_protein.pt
train,6baj__C,6baj,C,1023,1023,3,3.2,x-ray diffraction,12.0,alpha,multidrug efflux pump subunit acrb,0,features/protein_v4/pt/6baj/6baj_protein.pt
train,6bat__A,6bat,A,409,409,3,3.4,x-ray diffraction,8.0,alpha,glutamate transporter homolog,0,features/protein_v4/pt/6bat/6bat_protein.pt
train,6bat__B,6bat,B,409,409,3,3.4,x-ray diffraction,8.0,alpha,glutamate transporter homolog,0,features/protein_v4/pt/6bat/6bat_protein.pt
train,6bat__C,6bat,C,409,409,3,3.4,x-ray diffraction,8.0,alpha,glutamate transporter homolog,0,features/protein_v4/pt/6bat/6bat_protein.pt
train,6bcj__A,6bcj,A,936,936,4,3.14,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily m member 4,0,features/protein_v4/pt/6bcj/6bcj_protein.pt
train,6bcj__B,6bcj,B,936,936,4,3.14,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily m member 4,0,features/protein_v4/pt/6bcj/6bcj_protein.pt
train,6bcj__C,6bcj,C,936,936,4,3.14,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily m member 4,0,features/protein_v4/pt/6bcj/6bcj_protein.pt
train,6bcj__D,6bcj,D,936,936,4,3.14,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily m member 4,0,features/protein_v4/pt/6bcj/6bcj_protein.pt
train,6bco__A,6bco,A,952,952,4,2.88,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily m member 4,0,features/protein_v4/pt/6bco/6bco_protein.pt
train,6bco__B,6bco,B,952,952,4,2.88,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily m member 4,0,features/protein_v4/pt/6bco/6bco_protein.pt
train,6bco__C,6bco,C,952,952,4,2.88,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily m member 4,0,features/protein_v4/pt/6bco/6bco_protein.pt
train,6bco__D,6bco,D,952,952,4,2.88,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily m member 4,0,features/protein_v4/pt/6bco/6bco_protein.pt
train,6bcq__A,6bcq,A,983,983,4,3.25,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily m member 4,0,features/protein_v4/pt/6bcq/6bcq_protein.pt
train,6bcq__B,6bcq,B,983,983,4,3.25,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily m member 4,0,features/protein_v4/pt/6bcq/6bcq_protein.pt
train,6bcq__C,6bcq,C,983,983,4,3.25,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily m member 4,0,features/protein_v4/pt/6bcq/6bcq_protein.pt
train,6bcq__D,6bcq,D,983,983,4,3.25,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily m member 4,0,features/protein_v4/pt/6bcq/6bcq_protein.pt
train,6bhp__A,6bhp,A,170,170,3,3.21,x-ray diffraction,4.0,alpha,membrane protein,0,features/protein_v4/pt/6bhp/6bhp_protein.pt
train,6bhp__B,6bhp,B,170,170,3,3.21,x-ray diffraction,4.0,alpha,membrane protein,0,features/protein_v4/pt/6bhp/6bhp_protein.pt
train,6bhp__C,6bhp,C,170,170,3,3.21,x-ray diffraction,4.0,alpha,membrane protein,0,features/protein_v4/pt/6bhp/6bhp_protein.pt
train,6bl6__A,6bl6,A,575,575,2,2.8,x-ray diffraction,6.0,alpha,lipid a export atp-binding/permease protein msba,0,features/protein_v4/pt/6bl6/6bl6_protein.pt
train,6bl6__C,6bl6,C,575,575,2,2.8,x-ray diffraction,6.0,alpha,,0,features/protein_v4/pt/6bl6/6bl6_protein.pt
train,6bpl__A,6bpl,A,576,576,2,2.91,x-ray diffraction,6.0,alpha,lipid a export atp-binding/permease protein msba,0,features/protein_v4/pt/6bpl/6bpl_protein.pt
train,6bpl__B,6bpl,B,565,565,2,2.91,x-ray diffraction,6.0,alpha,lipid a export atp-binding/permease protein msba,0,features/protein_v4/pt/6bpl/6bpl_protein.pt
train,6bpp__A,6bpp,A,576,576,2,2.92,x-ray diffraction,6.0,alpha,lipid a export atp-binding/permease protein msba,0,features/protein_v4/pt/6bpp/6bpp_protein.pt
train,6bpp__B,6bpp,B,561,561,2,2.92,x-ray diffraction,6.0,alpha,lipid a export atp-binding/permease protein msba,0,features/protein_v4/pt/6bpp/6bpp_protein.pt
train,6bqr__A,6bqr,A,948,948,4,3.2,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily m member 4,0,features/protein_v4/pt/6bqr/6bqr_protein.pt
train,6bqr__B,6bqr,B,948,948,4,3.2,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily m member 4,0,features/protein_v4/pt/6bqr/6bqr_protein.pt
train,6bqr__C,6bqr,C,948,948,4,3.2,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily m member 4,0,features/protein_v4/pt/6bqr/6bqr_protein.pt
train,6bqr__D,6bqr,D,948,948,4,3.2,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily m member 4,0,features/protein_v4/pt/6bqr/6bqr_protein.pt
train,6bqv__A,6bqv,A,932,932,4,3.1,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily m member 4,0,features/protein_v4/pt/6bqv/6bqv_protein.pt
train,6bqv__B,6bqv,B,932,932,4,3.1,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily m member 4,0,features/protein_v4/pt/6bqv/6bqv_protein.pt
train,6bqv__C,6bqv,C,932,932,4,3.1,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily m member 4,0,features/protein_v4/pt/6bqv/6bqv_protein.pt
train,6bqv__D,6bqv,D,932,932,4,3.1,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily m member 4,0,features/protein_v4/pt/6bqv/6bqv_protein.pt
train,6bwj__A,6bwj,A,610,610,4,3.1,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 2,0,features/protein_v4/pt/6bwj/6bwj_protein.pt
train,6bwj__B,6bwj,B,617,617,4,3.1,x-ray diffraction,6.0,alpha,transient receptor potential cation channel subfamily v member 2,0,features/protein_v4/pt/6bwj/6bwj_protein.pt
train,6bwj__C,6bwj,C,610,610,4,3.1,x-ray diffraction,6.0,alpha,,0,features/protein_v4/pt/6bwj/6bwj_protein.pt
train,6bwj__D,6bwj,D,617,617,4,3.1,x-ray diffraction,6.0,alpha,,0,features/protein_v4/pt/6bwj/6bwj_protein.pt
train,6c1e__A,6c1e,A,221,221,4,2.86,x-ray diffraction,6.0,alpha,ion transport protein,0,features/protein_v4/pt/6c1e/6c1e_protein.pt
train,6c1e__B,6c1e,B,221,221,4,2.86,x-ray diffraction,6.0,alpha,ion transport protein,0,features/protein_v4/pt/6c1e/6c1e_protein.pt
train,6c1e__C,6c1e,C,221,221,4,2.86,x-ray diffraction,6.0,alpha,,0,features/protein_v4/pt/6c1e/6c1e_protein.pt
train,6c1e__D,6c1e,D,221,221,4,2.86,x-ray diffraction,6.0,alpha,,0,features/protein_v4/pt/6c1e/6c1e_protein.pt
train,6c1k__A,6c1k,A,221,221,4,2.7,x-ray diffraction,6.0,alpha,ion transport protein,0,features/protein_v4/pt/6c1k/6c1k_protein.pt
train,6c1k__B,6c1k,B,221,221,4,2.7,x-ray diffraction,6.0,alpha,ion transport protein,0,features/protein_v4/pt/6c1k/6c1k_protein.pt
train,6c1k__C,6c1k,C,221,221,4,2.7,x-ray diffraction,6.0,alpha,,0,features/protein_v4/pt/6c1k/6c1k_protein.pt
train,6c1k__D,6c1k,D,221,221,4,2.7,x-ray diffraction,6.0,alpha,,0,features/protein_v4/pt/6c1k/6c1k_protein.pt
train,6c1m__A,6c1m,A,230,230,4,2.52,x-ray diffraction,6.0,alpha,ion transport protein,0,features/protein_v4/pt/6c1m/6c1m_protein.pt
train,6c1m__B,6c1m,B,223,223,4,2.52,x-ray diffraction,6.0,alpha,ion transport protein,0,features/protein_v4/pt/6c1m/6c1m_protein.pt
train,6c1m__C,6c1m,C,230,230,4,2.52,x-ray diffraction,6.0,alpha,,0,features/protein_v4/pt/6c1m/6c1m_protein.pt
train,6c1m__D,6c1m,D,223,223,4,2.52,x-ray diffraction,6.0,alpha,,0,features/protein_v4/pt/6c1m/6c1m_protein.pt
train,6c1p__A,6c1p,A,218,218,4,2.9,x-ray diffraction,6.0,alpha,ion transport protein,0,features/protein_v4/pt/6c1p/6c1p_protein.pt
train,6c1p__B,6c1p,B,217,217,4,2.9,x-ray diffraction,6.0,alpha,ion transport protein,0,features/protein_v4/pt/6c1p/6c1p_protein.pt
train,6c1p__C,6c1p,C,219,219,4,2.9,x-ray diffraction,6.0,alpha,ion transport protein,0,features/protein_v4/pt/6c1p/6c1p_protein.pt
train,6c1p__D,6c1p,D,218,218,4,2.9,x-ray diffraction,6.0,alpha,ion transport protein,0,features/protein_v4/pt/6c1p/6c1p_protein.pt
train,6c5w__A,6c5w,A,285,285,2,3.1,x-ray diffraction,2.0,alpha,calcium uniporter,0,features/protein_v4/pt/6c5w/6c5w_protein.pt
train,6c5w__B,6c5w,B,217,217,2,3.1,x-ray diffraction,2.0,alpha,calcium uniporter,0,features/protein_v4/pt/6c5w/6c5w_protein.pt
train,6c96__A,6c96,A,723,723,2,3.4,x-ray diffraction,12.0,alpha,two pore calcium channel protein 1,0,features/protein_v4/pt/6c96/6c96_protein.pt
train,6c96__B,6c96,B,723,723,2,3.4,x-ray diffraction,12.0,alpha,two pore calcium channel protein 1,0,features/protein_v4/pt/6c96/6c96_protein.pt
train,6c9a__A,6c9a,A,723,723,2,3.2,x-ray diffraction,12.0,alpha,two pore calcium channel protein 1,0,features/protein_v4/pt/6c9a/6c9a_protein.pt
train,6c9a__B,6c9a,B,723,723,2,3.2,x-ray diffraction,12.0,alpha,two pore calcium channel protein 1,0,features/protein_v4/pt/6c9a/6c9a_protein.pt
train,6cdu__A,6cdu,A,314,314,5,3.45,x-ray diffraction,4.0,alpha,chimeric alpha1gabaa receptor,0,features/protein_v4/pt/6cdu/6cdu_protein.pt
train,6cdu__B,6cdu,B,314,314,5,3.45,x-ray diffraction,4.0,alpha,chimeric alpha1gabaa receptor,0,features/protein_v4/pt/6cdu/6cdu_protein.pt
train,6cdu__C,6cdu,C,314,314,5,3.45,x-ray diffraction,4.0,alpha,chimeric alpha1gabaa receptor,0,features/protein_v4/pt/6cdu/6cdu_protein.pt
train,6cdu__D,6cdu,D,314,314,5,3.45,x-ray diffraction,4.0,alpha,chimeric alpha1gabaa receptor,0,features/protein_v4/pt/6cdu/6cdu_protein.pt
train,6cdu__E,6cdu,E,314,314,5,3.45,x-ray diffraction,4.0,alpha,chimeric alpha1gabaa receptor,0,features/protein_v4/pt/6cdu/6cdu_protein.pt
train,6ci0__A,6ci0,A,535,535,2,2.4,x-ray diffraction,12.0,alpha,cytochrome c oxidase subunit 1,1,features/protein_v4/pt/6ci0/6ci0_protein.pt
train,6ci0__B,6ci0,B,256,256,2,2.4,x-ray diffraction,2.0,alpha,cytochrome c oxidase subunit 2,0,features/protein_v4/pt/6ci0/6ci0_protein.pt
train,6co7__A,6co7,A,1061,1061,4,3.07,x-ray diffraction,6.0,alpha,predicted protein,0,features/protein_v4/pt/6co7/6co7_protein.pt
train,6co7__B,6co7,B,1061,1061,4,3.07,x-ray diffraction,6.0,alpha,predicted protein,0,features/protein_v4/pt/6co7/6co7_protein.pt
train,6co7__C,6co7,C,1061,1061,4,3.07,x-ray diffraction,6.0,alpha,predicted protein,0,features/protein_v4/pt/6co7/6co7_protein.pt
train,6co7__D,6co7,D,1061,1061,4,3.07,x-ray diffraction,6.0,alpha,predicted protein,0,features/protein_v4/pt/6co7/6co7_protein.pt
train,6cpv__A,6cpv,A,91,91,4,2.5,x-ray diffraction,2.0,alpha,potassium channel protein,0,features/protein_v4/pt/6cpv/6cpv_protein.pt
train,6cpv__C,6cpv,C,91,91,4,2.5,x-ray diffraction,2.0,alpha,,0,features/protein_v4/pt/6cpv/6cpv_protein.pt
train,6cpv__D,6cpv,D,91,91,4,2.5,x-ray diffraction,2.0,alpha,,0,features/protein_v4/pt/6cpv/6cpv_protein.pt
train,6cpv__E,6cpv,E,91,91,4,2.5,x-ray diffraction,2.0,alpha,,0,features/protein_v4/pt/6cpv/6cpv_protein.pt
train,6cq6__A,6cq6,A,268,268,2,3.1,x-ray diffraction,4.0,alpha,potassium channel subfamily k member 2,0,features/protein_v4/pt/6cq6/6cq6_protein.pt
train,6cq6__B,6cq6,B,282,282,2,3.1,x-ray diffraction,4.0,alpha,potassium channel subfamily k member 2,0,features/protein_v4/pt/6cq6/6cq6_protein.pt
train,6cq8__A,6cq8,A,276,276,2,3.0,x-ray diffraction,4.0,alpha,potassium channel subfamily k member 2,0,features/protein_v4/pt/6cq8/6cq8_protein.pt
train,6cq8__B,6cq8,B,282,282,2,3.0,x-ray diffraction,4.0,alpha,potassium channel subfamily k member 2,0,features/protein_v4/pt/6cq8/6cq8_protein.pt
train,6cq9__A,6cq9,A,276,276,2,2.8,x-ray diffraction,4.0,alpha,potassium channel subfamily k member 2,0,features/protein_v4/pt/6cq9/6cq9_protein.pt
train,6cq9__B,6cq9,B,282,282,2,2.8,x-ray diffraction,4.0,alpha,potassium channel subfamily k member 2,0,features/protein_v4/pt/6cq9/6cq9_protein.pt
train,6csm__A,6csm,A,275,275,2,2.9,x-ray diffraction,7.0,alpha,gtacr1,0,features/protein_v4/pt/6csm/6csm_protein.pt
train,6csm__B,6csm,B,270,270,2,2.9,x-ray diffraction,7.0,alpha,gtacr1,0,features/protein_v4/pt/6csm/6csm_protein.pt
train,6csx__A,6csx,A,965,965,3,3.0,x-ray diffraction,12.0,alpha,multidrug efflux pump subunit acrb,0,features/protein_v4/pt/6csx/6csx_protein.pt
train,6csx__B,6csx,B,1019,1019,3,3.0,x-ray diffraction,12.0,alpha,multidrug efflux pump subunit acrb,0,features/protein_v4/pt/6csx/6csx_protein.pt
train,6csx__C,6csx,C,1015,1015,3,3.0,x-ray diffraction,12.0,alpha,multidrug efflux pump subunit acrb,0,features/protein_v4/pt/6csx/6csx_protein.pt
train,6cvl__A,6cvl,A,215,215,5,2.95,x-ray diffraction,5.0,alpha,meti transmembrane subunit,1,features/protein_v4/pt/6cvl/6cvl_protein.pt
train,6cvl__B,6cvl,B,215,215,5,2.95,x-ray diffraction,5.0,alpha,meti transmembrane subunit,1,features/protein_v4/pt/6cvl/6cvl_protein.pt
train,6d1s__A,6d1s,A,314,314,5,3.2,x-ray diffraction,4.0,alpha,chimeric alpha1gabaa receptor,0,features/protein_v4/pt/6d1s/6d1s_protein.pt
train,6d1s__B,6d1s,B,314,314,5,3.2,x-ray diffraction,4.0,alpha,chimeric alpha1gabaa receptor,0,features/protein_v4/pt/6d1s/6d1s_protein.pt
